BR21,Y14,60,"BL23,Y17"
G13,O52,23,"O08"
R18,G19,27,"G14"
BL10,BR16,30,"BR10"
O13,BR08,27,"BL14,BR10"
R08,BR09,7,""
R18,O01,34,"G10,O05"
BL10,BR17,31,"BR10"
G13,O53,25,"O08"
BR21,Y15,58,"BL23,Y17"
BL23,BR01,37,"BR10"
O13,BR09,22,"R13"
R18,O02,31,"G10,O05"
R08,BR10,12,"BL12"
BL10,BR18,33,"BR10"
G13,O54,28,"O08"
R22A,G14,-1,"ERROR"
BR21,Y16,44,"BL23"
R18,O03,29,"G10,O05"
O13,BR10,18,"BL14"
BL23,BR02,35,"BR10"
BL10,BR19,34,"BR10"
G13,BR01,33,"BR11"
R18,O04,27,"G10,O05"
BR21,Y17,42,"BL23"
BL23,BR03,34,"BR10"
G13,BR02,31,"BR11"
BL23,BR24,0,""
R08,BR11,12,""
O13,BR11,13,"G15"
BL10,BR20,36,"BR10"
BR21,Y18,53,"BL15,Y17"
G13,BR03,30,"BR11"
R18,O05,22,"G10"
R08,BR12,20,"BR09"
O13,BR12,23,"G15,BR11"
BL10,BR21,37,"BR24"
G13,BR04,28,"BR11"
BR21,Y19,54,"BL23,Y17"
BL23,Y07,44,"G12"
R18,O06,22,""
O13,BR13,26,"G15,BR11"
BL10,BR22,35,"BR24"
G13,BR05,26,"BR11"
R08,BR13,23,"BR09"
BR21,Y20,55,"BL23,Y17"
O13,BR14,29,"G15,BR11"
BL23,Y08,53,"O07,Y11"
R18,O07,21,"O11"
G13,BR06,23,"BR11"
BL10,BR23,34,"BR24"
BR22,BR23,1,""
O13,BR15,32,"G15,BR11"
R08,BR14,26,"BR09"
G13,BR07,22,"BR11"
BL23,Y09,50,"O07,Y11"
R18,O08,18,"G14"
O13,BR16,34,"G15,BR11"
BL10,BR24,28,""
BR22,BR24,3,""
G13,BR08,19,"BR11"
R08,BR15,28,"BR09"
R18,O09,17,"O11"
O13,BR17,35,"G15,BR11"
BL23,Y10,49,"O07,Y11"
BL10,Y07,25,"G12"
R18,O10,15,"O11"
BR22,Y07,51,"BL23,G12"
O13,BR18,37,"G15,BR11"
G13,BR09,17,"BR11"
R08,BR16,31,"BR09"
BL10,Y08,36,"Y17"
BR22,Y08,65,"BL15,O07,Y11"
O13,BR19,39,"G15,BR11"
BL23,Y11,36,"O07"
R08,BR17,32,"BR09"
